supplier_key,supplier_name,product_name,price,stock,warehouse_stocks,source_file,row_number
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 40 S (г/а 2л) АКЦИЯ,7495.173000000001,6.0,"{""КРД"": 2.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,14
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 60 S АКЦИЯ,9438.639,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,15
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 60 S (г/а 2л) АКЦИЯ,8315.517,6.0,"{""КРД"": 1.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,16
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 60 SA АКЦИЯ,8729.353500000001,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,17
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 80 L (г/а 2л),9735.138,6.0,"{""КРД"": 2.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,18
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JET 80 S (г/а 2л) АКЦИЯ,9735.138,15.0,"{""КРД"": 3.0, ""Крым"": 12.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,19
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JS 100 АКЦИЯ,12119.6775,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,20
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JS 100 (г/а 2л.) АКЦИЯ,9699.5115,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,21
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JS 60 (г/а 2л.) АКЦИЯ,9439.689,7.0,"{""КРД"": 3.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,22
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JS 80,9200.814,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,23
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JS 80 (Г/а 2л) АКЦИЯ,9544.458,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,24
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ JSW 55 (г/а 2л) АКЦИЯ,10982.937000000002,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,25
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ QB 80 (г/а 2л) АКЦИЯ,8099.6895,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,26
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная стан. АКВАРОБОТ ВИБРА 2-10 Н,7387.2645,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,27
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп адаптивная станция АКВАРОБОТ QB 60 2л,5850.3060000000005,7.0,"{""КРД"": 3.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,28
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт. водосн. AUTO MH 300 A,12701.1465,3.0,"{""КРД"": 2.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,29
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт. водосн. AUTO MH 400 A,14753.571000000002,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,30
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водосн. AUTO JS 60 АКЦИЯ,9857.715,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,31
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUPS 126 (г/а-2 л),5836.677,10.0,"{""КРД"": 5.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,32
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO ECO JET 100 LA,10029.537,4.0,"{""КРД"": 2.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,33
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO ECO JET 80 LA,9606.2715,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,34
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO JET 100 L-5 АКЦИЯ,9202.914,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,35
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO JET 60 S-5 АКЦИЯ,7414.5015,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,36
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO JS 60-5,8539.7235,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,37
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп станция авт.водоснабжения AUTO QB 60 - 24 л,6886.467000000001,4.0,"{""КРД"": 2.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,38
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Универсальная станция АКВАРОБОТ ECO JET 100 LA-24,11610.501000000002,9.0,"{""КРД"": 5.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,39
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Универсальная станция АКВАРОБОТ ECO JET 80 LA-24,11188.2855,6.0,"{""КРД"": 3.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,40
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт. водосн. AUTO MH 400 С,18652.021500000003,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,41
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Универсальная станция АКВАРОБОТ JET 60 S-24 АКЦИЯ,10414.0365,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,42
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп cтанция авт.водоснабжения AUTO ECO JET 80 LA-50 АКЦИЯ,12033.7665,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,43
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп cтанция авт.водоснабжения AUTO JS 60-50-S АКЦИЯ,15544.578,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,44
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт.водоснабжения AUTO JSW 55,12347.0235,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,45
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Универсальная станция АКВАРОБОТ JSW 55-24,13839.987,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,46
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Насосная станция с частотным преобразователем SCA MAX,34230.126000000004,13.0,"{""КРД"": 3.0, ""Крым"": 10.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,47
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт. водоснабжения AUPS 1100,7592.613000000001,4.0,"{""КРД"": 1.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,48
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт. водоснабжения AUPS 550,7265.727,5.0,"{""КРД"": 2.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,49
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт. водоснабжения AUPS 750,7501.462500000001,4.0,"{""КРД"": 2.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,50
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Насосная станция SCA MINI с частотным преобразователем,17180.016,2.0,"{""КРД"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,51
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Станция авт. водосн. AUTO MH 800 С,21448.308,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,52
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Насос с частотным преобразователем PSB 5-40,33334.35,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,53
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Насос с частотным преобразователем PSB 6-30,33334.35,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,54
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Насос с частотным преобразователем PSB 10-50,53358.8475,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,55
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 150л.(вертик.) с манометром,12947.3505,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,57
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 2л.(верт),512.316,3.0,"{""КРД"": 2.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,58
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 300л.(вер),21879.963000000003,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,59
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 50л.(вер) нерж фланец,3745.497,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,60
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 5л.(верт),857.0100000000001,15.0,"{""КРД"": 6.0, ""Крым"": 9.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,61
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 80л.(вер) нерж фланец,5549.6175,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,62
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор 80л.(гор) стал. фланец,5063.4885,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,63
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор H24Sл.(гор) нерж,4540.6935,14.0,"{""КРД"": 6.0, ""Крым"": 8.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,64
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор H50Sл.(гор) нерж,7720.4295,3.0,"{""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,65
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор H80Sл.(верт) нерж,12196.1595,4.0,"{""КРД"": 3.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,66
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп гидроаккумулятор Н80Sл.(гор) нерж,11742.507,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,67
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана 150-200л EPDM,4161.423000000001,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,68
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана 300л EPDM,5727.718500000001,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,69
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана 50л EPDM,1015.2135,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,70
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана 5л EPDM,195.9195,11.0,"{""КРД"": 2.0, ""Крым"": 9.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,71
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана 80-100л EPDM,1283.4255,6.0,"{""КРД"": 4.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,72
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп мембрана гидроаккумулятора 24л,371.931,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,73
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Фланец гидроаккумулятора,295.449,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,74
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Фланец гидроаккумулятора нерж.,965.9685,5.0,"{""КРД"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,75
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор горизонтальный ГГ 24М (БЭЗ),2231.8065,12.0,"{""КРД"": 6.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,76
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор горизонтальный ГГ 35М (БЭЗ),2910.9570000000003,5.0,"{""КРД"": 2.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,77
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор горизонтальный ГГ 50М (БЭЗ),4215.876,3.0,"{""КРД"": 1.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,78
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор горизонтальный ГГ 80М (БЭЗ),5479.1415,4.0,"{""КРД"": 3.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,79
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор горизонтальный ГГ 100М (БЭЗ),5862.4965,8.0,"{""КРД"": 2.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,80
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор вертикальный ГВ 50 (БЭЗ),4132.5795,7.0,"{""КРД"": 5.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,81
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор вертикальный ГВ 80 (БЭЗ),5395.845,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,82
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Гидроаккумулятор вертикальный ГВ 100 (БЭЗ),5743.9619999999995,6.0,"{""КРД"": 4.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,83
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Мембрана 35/50л Sefa 0301 EPDM D.80 хвост,667.422,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,84
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Мембрана 50/80л Sefa 0302 EPDM D.80 хвост,1361.514,7.0,"{""КРД"": 1.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,85
